model_name,hidden_layer_sizes,activation,solver,random_state,max_iter,batch_size,warmup_time_sec,test_time_sec,total_time_sec,total_processed,stage2_calls,stage2_call_rate,accuracy,balanced_accuracy,precision_normal,recall_normal,f1_normal,support_normal,precision_anomaly,recall_anomaly,f1_anomaly,support_anomaly,precision_macro,recall_macro,f1_macro,confusion_tn,confusion_fp,confusion_fn,confusion_tp,total_training_time_sec
mlp_classifier,"(100,)",relu,adam,42,1,20000,5.0,1.62,6.62,201750,150601,0.7465,0.8923,0.8938,0.862,0.915,0.8877,93855,0.9219,0.8725,0.8965,107895,0.8919,0.8938,0.8921,85881,7974,13754,94141,6.62
