contamination,n_estimators,random_state,elapsed_sec,accuracy,precision_normal,recall_normal,f1_normal,support_normal,precision_anomaly,recall_anomaly,f1_anomaly,support_anomaly,precision_macro,recall_macro,f1_macro,confusion_tn,confusion_fp,confusion_fn,confusion_tp
0.45,100,42,3.65,0.7883,1.0,0.545,0.7055,93855,0.7164,1.0,0.8348,107895,0.8582,0.7725,0.7701,51148,42707,1,107894
