model_name,pool_size,base_hidden_layers,base_activation,base_solver,base_max_iter,batch_size,warmup_time_sec,test_time_sec,total_time_sec,total_processed,stage2_calls,stage2_call_rate,accuracy,balanced_accuracy,precision_normal,recall_normal,f1_normal,support_normal,precision_anomaly,recall_anomaly,f1_anomaly,support_anomaly,precision_macro,recall_macro,f1_macro,confusion_tn,confusion_fp,confusion_fn,confusion_tp,total_training_time_sec
dynamic_ensemble,5,"(50,)",relu,adam,50,25000,45.9,9.56,55.46,201750,150601,0.7465,0.9564,0.9531,0.9998,0.9064,0.9508,93855,0.9247,0.9998,0.9608,107895,0.9622,0.9531,0.9558,85074,8781,21,107874,55.46
