model_name,loss,random_state,batch_size,warmup_time_sec,test_time_sec,total_time_sec,total_processed,stage2_calls,stage2_call_rate,accuracy,balanced_accuracy,precision_normal,recall_normal,f1_normal,support_normal,precision_anomaly,recall_anomaly,f1_anomaly,support_anomaly,precision_macro,recall_macro,f1_macro,confusion_tn,confusion_fp,confusion_fn,confusion_tp,total_training_time_sec
sgd_classifier,log_loss,42,25000,20.45,1.28,21.73,248823,204059,0.8201,0.9178,0.9085,0.7387,0.8933,0.8086,48397,0.9729,0.9237,0.9476,200426,0.8558,0.9085,0.8781,43232,5165,15295,185131,21.73
