model_name,hidden_layer_sizes,activation,solver,random_state,max_iter,batch_size,warmup_time_sec,test_time_sec,total_time_sec,total_processed,stage2_calls,stage2_call_rate,accuracy,balanced_accuracy,precision_normal,recall_normal,f1_normal,support_normal,precision_anomaly,recall_anomaly,f1_anomaly,support_anomaly,precision_macro,recall_macro,f1_macro,confusion_tn,confusion_fp,confusion_fn,confusion_tp,total_training_time_sec
mlp_classifier,"(100,)",relu,adam,42,1,20000,25.88,1.91,27.79,248823,211590,0.8504,0.9484,0.9542,0.8079,0.9637,0.879,48397,0.9908,0.9447,0.9672,200426,0.8994,0.9542,0.9231,46642,1755,11090,189336,27.79
