model_name,pool_size,base_hidden_layers,base_activation,base_solver,base_max_iter,batch_size,warmup_time_sec,test_time_sec,total_time_sec,total_processed,stage2_calls,stage2_call_rate,accuracy,balanced_accuracy,precision_normal,recall_normal,f1_normal,support_normal,precision_anomaly,recall_anomaly,f1_anomaly,support_anomaly,precision_macro,recall_macro,f1_macro,confusion_tn,confusion_fp,confusion_fn,confusion_tp,total_training_time_sec
dynamic_ensemble,5,"(50,)",relu,adam,50,25000,310.72,16.41,327.13,248823,204059,0.8201,0.9503,0.9611,0.807,0.9787,0.8846,48397,0.9946,0.9435,0.9684,200426,0.9008,0.9611,0.9265,47368,1029,11328,189098,327.13
